NewsID,Year,white_sup_num,male_sup_num,total_sup_num,white_num,male_num,total_num,black_sup_num,hisp_sup_num,black_num,hisp_num,asian_num,asian_sup_num
166,1994,8,,8,37,,37,0,0,0,0,0,0
168,1994,2,,2,12,,12,0,0,0,0,0,0
169,1994,6,,6,21,,22,0,0,0,0,0,0
171,1994,3,,3,14,,14,0,0,0,0,0,0
173,1994,2,,2,6,,6,0,0,0,0,0,0
174,1994,2,,2,10,,10,0,0,0,0,0,0
176,1994,10,,10,57,,59,0,0,0,0,0,0
177,1994,24,,25,106,,117,0,0,0,0,0,0
179,1994,9,,9,27,,29,0,0,0,0,0,0
181,1994,25,,25,107,,120,0,0,0,0,0,0
183,1994,45,,51,176,,202,0,0,0,0,0,0
185,1994,6,,6,38,,38,0,0,0,0,0,0
187,1994,10,,10,29,,30,0,0,0,0,0,0
188,1994,6,,6,39,,39,0,0,0,0,0,0
189,1994,8,,8,35,,36,0,0,0,0,0,0
190,1994,9,,10,28,,33,0,0,0,0,0,0
192,1994,52,,57,206,,238,0,0,0,0,0,0
194,1994,12,,17,59,,77,0,0,0,0,0,0
197,1994,8,,8,38,,39,0,0,0,0,0,0
199,1994,68,,82,318,,371,0,0,0,0,0,0
201,1994,10,,10,43,,43,0,0,0,0,0,0
202,1994,72,,86,318,,384,0,0,0,0,0,0
204,1994,19,,19,105,,110,0,0,0,0,0,0
205,1994,3,,3,11,,11,0,0,0,0,0,0
207,1994,15,,15,50,,52,0,0,0,0,0,0
208,1994,11,,11,51,,52,0,0,0,0,0,0
211,1994,3,,3,9,,9,0,0,0,0,0,0
212,1994,21,,22,96,,111,0,0,0,0,0,0
214,1994,2,,2,8,,9,0,0,0,0,0,0
219,1994,26,,26,126,,129,0,0,0,0,0,0
221,1994,12,,14,54,,64,0,0,0,0,0,0
222,1994,10,,12,26,,33,0,0,0,0,0,0
224,1994,8,,8,33,,35,0,0,0,0,0,0
225,1994,70,,81,207,,260,0,0,0,0,0,0
226,1994,69,,79,219,,272,0,0,0,0,0,0
227,1994,16,,17,78,,86,0,0,0,0,0,0
228,1994,12,,12,87,,102,0,0,0,0,0,0
230,1994,8,,8,31,,33,0,0,0,0,0,0
231,1994,12,,13,47,,54,0,0,0,0,0,0
233,1994,11,,11,37,,43,0,0,0,0,0,0
234,1994,13,,13,61,,72,0,0,0,0,0,0
235,1994,7,,7,24,,24,0,0,0,0,0,0
236,1994,10,,10,47,,50,0,0,0,0,0,0
238,1994,5,,6,20,,21,0,0,0,0,0,0
240,1994,48,,52,247,,277,0,0,0,0,0,0
242,1994,10,,10,40,,40,0,0,0,0,0,0
243,1994,43,,47,151,,169,0,0,0,0,0,0
245,1994,3,,3,16,,16,0,0,0,0,0,0
247,1994,13,,15,50,,58,0,0,0,0,0,0
248,1994,1,,1,6,,6,0,0,0,0,0,0
249,1994,21,,25,72,,87,0,0,0,0,0,0
251,1994,2,,2,9,,9,0,0,0,0,0,0
253,1994,4,,5,28,,30,0,0,0,0,0,0
254,1994,10,,10,40,,43,0,0,0,0,0,0
255,1994,51,,56,229,,260,0,0,0,0,0,0
257,1994,3,,3,8,,9,0,0,0,0,0,0
258,1994,13,,13,56,,61,0,0,0,0,0,0
263,1994,43,,47,197,,216,0,0,0,0,0,0
265,1994,9,,9,38,,38,0,0,0,0,0,0
266,1994,10,,12,30,,34,0,0,0,0,0,0
267,1994,2,,2,6,,6,0,0,0,0,0,0
268,1994,7,,7,30,,30,0,0,0,0,0,0
269,1994,7,,7,41,,41,0,0,0,0,0,0
270,1994,4,,4,28,,29,0,0,0,0,0,0
271,1994,26,,28,149,,157,0,0,0,0,0,0
272,1994,4,,4,12,,12,0,0,0,0,0,0
275,1994,8,,9,64,,72,0,0,0,0,0,0
276,1994,10,,10,35,,35,0,0,0,0,0,0
277,1994,11,,11,21,,21,0,0,0,0,0,0
279,1994,12,,12,78,,88,0,0,0,0,0,0
280,1994,19,,20,55,,62,0,0,0,0,0,0
282,1994,45,,46,164,,181,0,0,0,0,0,0
283,1994,8,,11,40,,50,0,0,0,0,0,0
284,1994,23,,28,174,,215,0,0,0,0,0,0
289,1994,7,,8,16,,20,0,0,0,0,0,0
290,1994,23,,25,110,,128,0,0,0,0,0,0
291,1994,16,,18,67,,81,0,0,0,0,0,0
292,1994,163,,179,672,,789,0,0,0,0,0,0
293,1994,100,,110,341,,410,0,0,0,0,0,0
294,1994,4,,4,19,,19,0,0,0,0,0,0
295,1994,50,,58,156,,178,0,0,0,0,0,0
296,1994,30,,30,101,,102,0,0,0,0,0,0
298,1994,59,,61,208,,231,0,0,0,0,0,0
299,1994,10,,12,43,,48,0,0,0,0,0,0
301,1994,13,,13,70,,70,0,0,0,0,0,0
302,1994,46,,49,195,,222,0,0,0,0,0,0
303,1994,10,,10,53,,55,0,0,0,0,0,0
306,1994,46,,51,192,,223,0,0,0,0,0,0
308,1994,17,,18,76,,81,0,0,0,0,0,0
309,1994,20,,24,101,,116,0,0,0,0,0,0
312,1994,8,,8,21,,22,0,0,0,0,0,0
313,1994,8,,9,32,,34,0,0,0,0,0,0
315,1994,33,,35,179,,198,0,0,0,0,0,0
319,1994,1,,2,10,,12,0,0,0,0,0,0
320,1994,11,,12,38,,47,0,0,0,0,0,0
322,1994,4,,4,16,,16,0,0,0,0,0,0
323,1994,7,,7,27,,28,0,0,0,0,0,0
324,1994,11,,11,46,,46,0,0,0,0,0,0
325,1994,9,,10,52,,58,0,0,0,0,0,0
326,1994,20,,23,116,,143,0,0,0,0,0,0
327,1994,10,,10,58,,62,0,0,0,0,0,0
328,1994,42,,46,140,,166,0,0,0,0,0,0
329,1994,23,,24,92,,100,0,0,0,0,0,0
330,1994,58,,69,269,,318,0,0,0,0,0,0
334,1994,22,,23,111,,126,0,0,0,0,0,0
336,1994,15,,15,48,,48,0,0,0,0,0,0
337,1994,9,,10,30,,34,0,0,0,0,0,0
338,1994,15,,15,39,,41,0,0,0,0,0,0
341,1994,2,,2,8,,8,0,0,0,0,0,0
342,1994,13,,13,97,,101,0,0,0,0,0,0
343,1994,2,,2,11,,11,0,0,0,0,0,0
344,1994,6,,6,20,,20,0,0,0,0,0,0
349,1994,4,,4,14,,16,0,0,0,0,0,0
350,1994,3,,3,26,,27,0,0,0,0,0,0
351,1994,6,,6,18,,18,0,0,0,0,0,0
352,1994,13,,13,54,,57,0,0,0,0,0,0
353,1994,2,,2,12,,12,0,0,0,0,0,0
354,1994,12,,12,36,,39,0,0,0,0,0,0
357,1994,73,,80,220,,249,0,0,0,0,0,0
358,1994,9,,11,49,,55,0,0,0,0,0,0
363,1994,11,,11,59,,59,0,0,0,0,0,0
365,1994,3,,3,34,,35,0,0,0,0,0,0
366,1994,22,,24,97,,108,0,0,0,0,0,0
368,1994,6,,6,28,,28,0,0,0,0,0,0
369,1994,8,,8,40,,40,0,0,0,0,0,0
371,1994,5,,5,32,,33,0,0,0,0,0,0
375,1994,147,,165,407,,477,0,0,0,0,0,0
376,1994,24,,31,123,,156,0,0,0,0,0,0
377,1994,29,,32,195,,211,0,0,0,0,0,0
380,1994,25,,25,90,,90,0,0,0,0,0,0
381,1994,11,,11,48,,48,0,0,0,0,0,0
382,1994,8,,8,31,,32,0,0,0,0,0,0
384,1994,7,,7,28,,28,0,0,0,0,0,0
386,1994,18,,19,64,,68,0,0,0,0,0,0
387,1994,3,,3,34,,34,0,0,0,0,0,0
393,1994,6,,6,31,,32,0,0,0,0,0,0
394,1994,16,,17,86,,98,0,0,0,0,0,0
398,1994,30,,31,108,,117,0,0,0,0,0,0
399,1994,8,,9,29,,31,0,0,0,0,0,0
401,1994,24,,25,101,,107,0,0,0,0,0,0
403,1994,7,,7,18,,21,0,0,0,0,0,0
405,1994,10,,10,37,,40,0,0,0,0,0,0
407,1994,6,,7,21,,24,0,0,0,0,0,0
410,1994,9,,9,32,,32,0,0,0,0,0,0
413,1994,25,,26,107,,117,0,0,0,0,0,0
415,1994,31,,35,149,,167,0,0,0,0,0,0
417,1994,18,,23,91,,115,0,0,0,0,0,0
418,1994,5,,5,13,,13,0,0,0,0,0,0
419,1994,9,,9,37,,39,0,0,0,0,0,0
420,1994,10,,10,62,,64,0,0,0,0,0,0
422,1994,35,,41,133,,162,0,0,0,0,0,0
424,1994,10,,11,53,,59,0,0,0,0,0,0
425,1994,11,,13,48,,58,0,0,0,0,0,0
427,1994,81,,93,310,,372,0,0,0,0,0,0
429,1994,10,,14,23,,35,0,0,0,0,0,0
430,1994,12,,21,31,,60,0,0,0,0,0,0
431,1994,43,,46,250,,287,0,0,0,0,0,0
432,1994,49,,51,241,,272,0,0,0,0,0,0
433,1994,25,,29,148,,166,0,0,0,0,0,0
434,1994,4,,4,12,,12,0,0,0,0,0,0
436,1994,4,,4,8,,10,0,0,0,0,0,0
438,1994,9,,10,30,,33,0,0,0,0,0,0
439,1994,25,,32,122,,157,0,0,0,0,0,0
441,1994,8,,8,26,,28,0,0,0,0,0,0
442,1994,16,,16,45,,53,0,0,0,0,0,0
444,1994,6,,6,42,,43,0,0,0,0,0,0
446,1994,17,,18,121,,123,0,0,0,0,0,0
447,1994,17,,20,114,,121,0,0,0,0,0,0
448,1994,14,,14,45,,48,0,0,0,0,0,0
451,1994,12,,13,39,,42,0,0,0,0,0,0
452,1994,6,,6,23,,23,0,0,0,0,0,0
455,1994,45,,47,178,,199,0,0,0,0,0,0
456,1994,47,,48,175,,194,0,0,0,0,0,0
457,1994,15,,16,88,,96,0,0,0,0,0,0
458,1994,6,,7,28,,29,0,0,0,0,0,0
459,1994,9,,10,33,,36,0,0,0,0,0,0
460,1994,5,,5,17,,18,0,0,0,0,0,0
461,1994,16,,16,65,,65,0,0,0,0,0,0
462,1994,6,,6,25,,27,0,0,0,0,0,0
463,1994,5,,5,35,,36,0,0,0,0,0,0
464,1994,22,,25,113,,129,0,0,0,0,0,0
465,1994,45,,50,195,,245,0,0,0,0,0,0
466,1994,22,,22,120,,123,0,0,0,0,0,0
467,1994,23,,25,88,,103,0,0,0,0,0,0
468,1994,9,,9,41,,41,0,0,0,0,0,0
469,1994,7,,7,28,,28,0,0,0,0,0,0
470,1994,6,,6,26,,29,0,0,0,0,0,0
471,1994,11,,11,54,,56,0,0,0,0,0,0
472,1994,4,,4,30,,31,0,0,0,0,0,0
473,1994,11,,11,53,,54,0,0,0,0,0,0
474,1994,1,,1,6,,6,0,0,0,0,0,0
475,1994,16,,17,57,,60,0,0,0,0,0,0
477,1994,12,,13,43,,46,0,0,0,0,0,0
478,1994,20,,20,68,,70,0,0,0,0,0,0
479,1994,41,,43,166,,189,0,0,0,0,0,0
480,1994,33,,36,112,,123,0,0,0,0,0,0
481,1994,8,,8,24,,24,0,0,0,0,0,0
485,1994,15,,18,43,,55,0,0,0,0,0,0
486,1994,9,,9,32,,37,0,0,0,0,0,0
487,1994,24,,27,111,,123,0,0,0,0,0,0
489,1994,8,,10,55,,63,0,0,0,0,0,0
491,1994,16,,16,154,,164,0,0,0,0,0,0
492,1994,3,,3,20,,20,0,0,0,0,0,0
494,1994,150,,163,540,,645,0,0,0,0,0,0
495,1994,79,,89,227,,278,0,0,0,0,0,0
498,1994,5,,5,24,,25,0,0,0,0,0,0
499,1994,1,,1,6,,7,0,0,0,0,0,0
500,1994,13,,13,34,,36,0,0,0,0,0,0
501,1994,10,,11,22,,26,0,0,0,0,0,0
506,1994,18,,22,94,,109,0,0,0,0,0,0
509,1994,1,,1,7,,8,0,0,0,0,0,0
510,1994,3,,3,13,,14,0,0,0,0,0,0
511,1994,3,,3,4,,6,0,0,0,0,0,0
512,1994,6,,6,25,,25,0,0,0,0,0,0
514,1994,1,,1,5,,5,0,0,0,0,0,0
515,1994,1,,1,6,,6,0,0,0,0,0,0
517,1994,3,,3,10,,11,0,0,0,0,0,0
518,1994,1,,1,5,,5,0,0,0,0,0,0
519,1994,5,,6,13,,14,0,0,0,0,0,0
521,1994,10,,10,49,,55,0,0,0,0,0,0
523,1994,2,,2,13,,13,0,0,0,0,0,0
524,1994,4,,5,10,,13,0,0,0,0,0,0
525,1994,1,,1,4,,5,0,0,0,0,0,0
526,1994,1,,1,4,,4,0,0,0,0,0,0
528,1994,2,,2,7,,7,0,0,0,0,0,0
531,1994,1,,1,2,,2,0,0,0,0,0,0
532,1994,3,,4,11,,13,0,0,0,0,0,0
533,1994,5,,5,21,,21,0,0,0,0,0,0
536,1994,6,,7,10,,11,0,0,0,0,0,0
537,1994,1,,2,6,,8,0,0,0,0,0,0
538,1994,4,,4,14,,15,0,0,0,0,0,0
544,1994,0,,1,1,,2,0,0,0,0,0,0
546,1994,2,,6,15,,22,0,0,0,0,0,0
548,1994,1,,1,10,,10,0,0,0,0,0,0
549,1994,2,,2,6,,6,0,0,0,0,0,0
550,1994,3,,3,25,,25,0,0,0,0,0,0
552,1994,1,,1,8,,9,0,0,0,0,0,0
553,1994,2,,3,10,,15,0,0,0,0,0,0
555,1994,8,,9,32,,37,0,0,0,0,0,0
557,1994,2,,2,8,,10,0,0,0,0,0,0
564,1994,4,,4,16,,17,0,0,0,0,0,0
567,1994,5,,5,12,,14,0,0,0,0,0,0
570,1994,5,,5,24,,26,0,0,0,0,0,0
572,1994,3,,3,14,,17,0,0,0,0,0,0
575,1994,2,,2,17,,19,0,0,0,0,0,0
577,1994,3,,3,18,,20,0,0,0,0,0,0
578,1994,3,,4,10,,11,0,0,0,0,0,0
579,1994,2,,2,9,,12,0,0,0,0,0,0
584,1994,7,,8,32,,36,0,0,0,0,0,0
586,1994,3,,3,10,,10,0,0,0,0,0,0
587,1994,2,,2,7,,7,0,0,0,0,0,0
589,1994,9,,9,23,,23,0,0,0,0,0,0
590,1994,5,,5,20,,21,0,0,0,0,0,0
591,1994,2,,3,18,,19,0,0,0,0,0,0
595,1994,7,,10,21,,25,0,0,0,0,0,0
596,1994,13,,17,45,,61,0,0,0,0,0,0
599,1994,1,,1,4,,5,0,0,0,0,0,0
602,1994,3,,4,9,,12,0,0,0,0,0,0
603,1994,2,,2,7,,7,0,0,0,0,0,0
605,1994,3,,3,9,,9,0,0,0,0,0,0
607,1994,5,,5,9,,9,0,0,0,0,0,0
609,1994,3,,8,15,,26,0,0,0,0,0,0
610,1994,1,,1,7,,7,0,0,0,0,0,0
611,1994,4,,5,10,,11,0,0,0,0,0,0
612,1994,13,,14,140,,174,0,0,0,0,0,0
613,1994,7,,7,26,,27,0,0,0,0,0,0
614,1994,3,,3,8,,9,0,0,0,0,0,0
615,1994,56,,63,241,,301,0,0,0,0,0,0
616,1994,9,,9,37,,39,0,0,0,0,0,0
617,1994,4,,4,16,,17,0,0,0,0,0,0
620,1994,16,,18,39,,54,0,0,0,0,0,0
622,1994,6,,6,19,,21,0,0,0,0,0,0
624,1994,5,,5,15,,15,0,0,0,0,0,0
625,1994,3,,3,11,,11,0,0,0,0,0,0
626,1994,4,,4,13,,19,0,0,0,0,0,0
627,1994,6,,6,26,,26,0,0,0,0,0,0
628,1994,6,,9,16,,23,0,0,0,0,0,0
630,1994,28,,29,128,,139,0,0,0,0,0,0
632,1994,4,,4,12,,12,0,0,0,0,0,0
633,1994,1,,1,5,,5,0,0,0,0,0,0
635,1994,3,,3,8,,8,0,0,0,0,0,0
636,1994,27,,29,82,,90,0,0,0,0,0,0
637,1994,2,,2,4,,4,0,0,0,0,0,0
639,1994,7,,8,27,,30,0,0,0,0,0,0
640,1994,2,,2,6,,6,0,0,0,0,0,0
641,1994,1,,1,5,,5,0,0,0,0,0,0
644,1994,5,,5,27,,29,0,0,0,0,0,0
645,1994,5,,8,24,,30,0,0,0,0,0,0
647,1994,1,,1,7,,7,0,0,0,0,0,0
648,1994,1,,1,4,,5,0,0,0,0,0,0
652,1994,1,,1,5,,5,0,0,0,0,0,0
656,1994,7,,7,17,,18,0,0,0,0,0,0
662,1994,11,,12,48,,53,0,0,0,0,0,0
663,1994,4,,4,26,,27,0,0,0,0,0,0
664,1994,7,,9,37,,41,0,0,0,0,0,0
669,1994,8,,9,36,,40,0,0,0,0,0,0
670,1994,15,,16,46,,50,0,0,0,0,0,0
673,1994,22,,26,82,,96,0,0,0,0,0,0
675,1994,25,,27,85,,96,0,0,0,0,0,0
676,1994,6,,6,32,,32,0,0,0,0,0,0
677,1994,6,,7,33,,34,0,0,0,0,0,0
679,1994,4,,5,12,,13,0,0,0,0,0,0
681,1994,2,,2,8,,8,0,0,0,0,0,0
683,1994,9,,10,22,,27,0,0,0,0,0,0
686,1994,8,,10,32,,42,0,0,0,0,0,0
689,1994,4,,4,9,,9,0,0,0,0,0,0
690,1994,4,,4,19,,19,0,0,0,0,0,0
695,1994,3,,3,19,,19,0,0,0,0,0,0
696,1994,9,,9,30,,34,0,0,0,0,0,0
697,1994,3,,3,7,,7,0,0,0,0,0,0
699,1994,7,,8,25,,27,0,0,0,0,0,0
701,1994,7,,7,14,,14,0,0,0,0,0,0
703,1994,1,,1,5,,5,0,0,0,0,0,0
704,1994,2,,2,11,,12,0,0,0,0,0,0
708,1994,4,,4,14,,14,0,0,0,0,0,0
717,1994,3,,3,8,,9,0,0,0,0,0,0
718,1994,2,,2,10,,10,0,0,0,0,0,0
721,1994,2,,2,10,,10,0,0,0,0,0,0
725,1994,14,,15,51,,55,0,0,0,0,0,0
727,1994,4,,4,18,,20,0,0,0,0,0,0
728,1994,6,,6,22,,22,0,0,0,0,0,0
729,1994,7,,8,26,,27,0,0,0,0,0,0
733,1994,6,,6,22,,23,0,0,0,0,0,0
734,1994,2,,2,8,,8,0,0,0,0,0,0
738,1994,1,,1,3,,3,0,0,0,0,0,0
740,1994,1,,1,4,,4,0,0,0,0,0,0
745,1994,1,,1,4,,4,0,0,0,0,0,0
747,1994,3,,3,11,,11,0,0,0,0,0,0
749,1994,13,,13,54,,56,0,0,0,0,0,0
752,1994,1,,1,3,,3,0,0,0,0,0,0
753,1994,10,,10,36,,36,0,0,0,0,0,0
754,1994,1,,1,11,,11,0,0,0,0,0,0
759,1994,4,,4,8,,9,0,0,0,0,0,0
767,1994,4,,4,14,,15,0,0,0,0,0,0
769,1994,7,,7,29,,30,0,0,0,0,0,0
770,1994,2,,2,7,,7,0,0,0,0,0,0
771,1994,7,,7,19,,19,0,0,0,0,0,0
773,1994,1,,1,8,,8,0,0,0,0,0,0
774,1994,1,,1,2,,2,0,0,0,0,0,0
776,1994,1,,1,4,,4,0,0,0,0,0,0
777,1994,2,,2,7,,7,0,0,0,0,0,0
778,1994,1,,1,4,,5,0,0,0,0,0,0
781,1994,1,,1,7,,7,0,0,0,0,0,0
782,1994,4,,4,18,,18,0,0,0,0,0,0
784,1994,1,,1,4,,4,0,0,0,0,0,0
785,1994,1,,1,4,,4,0,0,0,0,0,0
786,1994,5,,5,17,,18,0,0,0,0,0,0
787,1994,2,,2,7,,7,0,0,0,0,0,0
789,1994,14,,18,54,,63,0,0,0,0,0,0
794,1994,2,,2,12,,12,0,0,0,0,0,0
796,1994,1,,1,5,,5,0,0,0,0,0,0
801,1994,6,,6,24,,25,0,0,0,0,0,0
808,1994,10,,10,48,,50,0,0,0,0,0,0
811,1994,1,,1,9,,9,0,0,0,0,0,0
812,1994,1,,1,3,,3,0,0,0,0,0,0
813,1994,1,,1,6,,6,0,0,0,0,0,0
814,1994,2,,2,8,,8,0,0,0,0,0,0
815,1994,3,,3,9,,10,0,0,0,0,0,0
818,1994,1,,1,9,,9,0,0,0,0,0,0
821,1994,1,,1,7,,7,0,0,0,0,0,0
822,1994,3,,3,7,,7,0,0,0,0,0,0
824,1994,1,,1,4,,4,0,0,0,0,0,0
825,1994,2,,2,8,,8,0,0,0,0,0,0
826,1994,3,,3,13,,13,0,0,0,0,0,0
828,1994,1,,1,10,,10,0,0,0,0,0,0
830,1994,10,,11,38,,44,0,0,0,0,0,0
831,1994,4,,4,14,,14,0,0,0,0,0,0
832,1994,2,,2,9,,9,0,0,0,0,0,0
834,1994,4,,4,23,,23,0,0,0,0,0,0
836,1994,7,,7,23,,24,0,0,0,0,0,0
837,1994,2,,2,7,,7,0,0,0,0,0,0
838,1994,5,,5,19,,19,0,0,0,0,0,0
841,1994,5,,5,18,,18,0,0,0,0,0,0
844,1994,7,,7,27,,27,0,0,0,0,0,0
845,1994,2,,2,8,,8,0,0,0,0,0,0
847,1994,2,,2,6,,6,0,0,0,0,0,0
848,1994,1,,1,7,,7,0,0,0,0,0,0
849,1994,2,,2,4,,4,0,0,0,0,0,0
850,1994,5,,6,21,,22,0,0,0,0,0,0
851,1994,2,,2,9,,9,0,0,0,0,0,0
855,1994,1,,1,4,,4,0,0,0,0,0,0
860,1994,2,,2,8,,8,0,0,0,0,0,0
862,1994,1,,1,6,,6,0,0,0,0,0,0
863,1994,1,,1,6,,6,0,0,0,0,0,0
865,1994,1,,1,7,,7,0,0,0,0,0,0
866,1994,1,,1,3,,5,0,0,0,0,0,0
867,1994,1,,1,8,,8,0,0,0,0,0,0
870,1994,1,,1,4,,4,0,0,0,0,0,0
871,1994,1,,1,4,,4,0,0,0,0,0,0
872,1994,2,,2,14,,14,0,0,0,0,0,0
875,1994,7,,7,31,,31,0,0,0,0,0,0
879,1994,1,,1,5,,6,0,0,0,0,0,0
880,1994,6,,6,20,,22,0,0,0,0,0,0
882,1994,1,,1,5,,5,0,0,0,0,0,0
884,1994,1,,1,4,,4,0,0,0,0,0,0
885,1994,3,,3,10,,11,0,0,0,0,0,0
887,1994,1,,1,5,,5,0,0,0,0,0,0
890,1994,4,,4,15,,15,0,0,0,0,0,0
892,1994,1,,1,4,,4,0,0,0,0,0,0
893,1994,4,,4,27,,27,0,0,0,0,0,0
894,1994,1,,1,5,,5,0,0,0,0,0,0
896,1994,2,,2,7,,7,0,0,0,0,0,0
897,1994,1,,1,4,,4,0,0,0,0,0,0
898,1994,1,,1,4,,4,0,0,0,0,0,0
899,1994,1,,1,5,,5,0,0,0,0,0,0
900,1994,1,,1,5,,5,0,0,0,0,0,0
901,1994,1,,1,3,,3,0,0,0,0,0,0
902,1994,1,,1,4,,4,0,0,0,0,0,0
904,1994,2,,2,6,,6,0,0,0,0,0,0
906,1994,1,,1,2,,2,0,0,0,0,0,0
908,1994,1,,1,2,,2,0,0,0,0,0,0
